Date,.SP500
2020-12-18,3709.4084
2020-12-21,3694.9197
2020-12-22,3687.2605
2020-12-23,3690.0138
2020-12-24,3703.0578
2020-12-28,3735.3557
2020-12-29,3727.0401
2020-12-30,3732.042
2020-12-31,3756.0715
2021-01-04,3700.6468
2021-01-05,3726.8558
2021-01-06,3748.1378
2021-01-07,3803.7904
2021-01-08,3824.6809
2021-01-11,3799.6052
2021-01-12,3801.1911
2021-01-13,3809.8433
2021-01-14,3795.5414
2021-01-15,3768.2463
2021-01-19,3798.9075
2021-01-20,3851.8459
2021-01-21,3853.0733
2021-01-22,3841.4656
2021-01-25,3855.3557
2021-01-26,3849.6213
2021-01-27,3750.7732
2021-01-28,3787.3769
2021-01-29,3714.2427
2021-02-01,3773.8571
2021-02-02,3826.3129
2021-02-03,3830.1725
2021-02-04,3871.7406
2021-02-05,3886.8317
2021-02-08,3915.5886
2021-02-09,3911.2277
2021-02-10,3909.8797
2021-02-11,3916.375
2021-02-12,3934.8337
2021-02-16,3932.5893
2021-02-17,3931.3305
2021-02-18,3913.9713
2021-02-19,3906.7078
2021-02-22,3876.4999
2021-02-23,3881.3689
2021-02-24,3925.4276
2021-02-25,3829.3361
2021-02-26,3811.1497
2021-03-01,3901.8156
2021-03-02,3870.2938
2021-03-03,3819.7165
2021-03-04,3768.4737
2021-03-05,3841.9414
2021-03-08,3821.3467
2021-03-09,3875.4425
2021-03-10,3898.8051
2021-03-11,3939.3384
2021-03-12,3943.3428
2021-03-15,3968.9372
2021-03-16,3962.7075
2021-03-17,3974.1163
2021-03-18,3915.4613
2021-03-19,3913.0992
2021-03-22,3940.5852
2021-03-23,3910.5158
2021-03-24,3889.142
2021-03-25,3909.5155
2021-03-26,3974.5369
2021-03-29,3971.0947
2021-03-30,3958.5523
2021-03-31,3972.8922
2021-04-01,4019.8654
2021-04-05,4077.9137
2021-04-06,4073.9407
2021-04-07,4079.9529
2021-04-08,4097.168
2021-04-09,4128.8021
2021-04-12,4127.9932
2021-04-13,4141.5938
2021-04-14,4124.6606
2021-04-15,4170.4228
2021-04-16,4185.4687
2021-04-19,4163.2581
2021-04-20,4134.9394
2021-04-21,4173.4216
2021-04-22,4134.9817
2021-04-23,4180.1674
2021-04-26,4187.6175
2021-04-27,4186.7182
2021-04-28,4183.183
2021-04-29,4211.4749
2021-04-30,4181.1749
2021-05-03,4192.6576
2021-05-04,4164.659
2021-05-05,4167.5878
2021-05-06,4201.6188
2021-05-07,4232.6014
2021-05-10,4188.4273
2021-05-11,4152.0953
2021-05-12,4063.0379
2021-05-13,4112.496
2021-05-14,4173.8541
2021-05-17,4163.2905
2021-05-18,4127.8298
2021-05-19,4115.6768
2021-05-20,4159.1244
2021-05-21,4155.8578
2021-05-24,4197.0473
2021-05-25,4188.1341
2021-05-26,4195.9936
2021-05-27,4200.8758
2021-05-28,4204.1105
2021-06-01,4202.0416
2021-06-02,4208.1192
2021-06-03,4192.8548
2021-06-04,4229.8906
2021-06-07,4226.5202
2021-06-08,4227.255
2021-06-09,4219.5468
2021-06-10,4239.1842
2021-06-11,4247.4398
2021-06-14,4255.1503
2021-06-15,4246.594
2021-06-16,4223.7042
2021-06-17,4221.8583
2021-06-18,4166.4532
2021-06-21,4224.7878
2021-06-22,4246.435
2021-06-23,4241.836
2021-06-24,4266.4858
2021-06-25,4280.7024
2021-06-28,4290.6078
2021-06-29,4291.8017
2021-06-30,4297.4966
2021-07-01,4319.9401
2021-07-02,4352.3389
2021-07-06,4343.5431
2021-07-07,4358.1332
2021-07-08,4320.8176
2021-07-09,4369.551
2021-07-12,4384.6257
2021-07-13,4369.2098
2021-07-14,4374.2966
2021-07-15,4360.0267
2021-07-16,4327.1582
2021-07-19,4258.4926
2021-07-20,4323.0586
2021-07-21,4358.6933
2021-07-22,4367.4751
2021-07-23,4411.7924
2021-07-26,4422.3035
2021-07-27,4401.4631
2021-07-28,4400.6355
2021-07-29,4419.1488
2021-07-30,4395.264
2021-08-02,4387.1559
2021-08-03,4423.1536
2021-08-04,4402.661
2021-08-05,4429.103
2021-08-06,4436.5178
2021-08-09,4432.353
2021-08-10,4436.7529
2021-08-11,4447.7036
2021-08-12,4460.8319
2021-08-13,4468.0032
2021-08-16,4479.7087
2021-08-17,4448.0754
2021-08-18,4400.2663
2021-08-19,4405.8029
2021-08-20,4441.6652
2021-08-23,4479.5305
2021-08-24,4486.2341
2021-08-25,4496.1909
2021-08-26,4469.9964
2021-08-27,4509.3691
2021-08-30,4528.7937
2021-08-31,4522.6801
2021-09-01,4524.0923
2021-09-02,4536.9462
2021-09-03,4535.4326
2021-09-07,4520.0278
2021-09-08,4514.0685
2021-09-09,4493.2843
2021-09-10,4458.5799
2021-09-13,4468.7263
2021-09-14,4443.0499
2021-09-15,4480.7015
2021-09-16,4473.7528
2021-09-17,4432.9875
2021-09-20,4357.7279
2021-09-21,4354.1889
2021-09-22,4395.6371
2021-09-23,4448.9841
2021-09-24,4455.4779
2021-09-27,4443.1104
2021-09-28,4352.6343
2021-09-29,4359.4611
2021-09-30,4307.5388
2021-10-01,4357.0389
2021-10-04,4300.459
2021-10-05,4345.7162
2021-10-06,4363.5452
2021-10-07,4399.7633
2021-10-08,4391.3381
2021-10-11,4361.1905
2021-10-12,4350.646
2021-10-13,4363.8045
2021-10-14,4438.2644
2021-10-15,4471.3685
2021-10-18,4486.4605
2021-10-19,4519.6306
2021-10-20,4536.1921
2021-10-21,4549.7813
2021-10-22,4544.8983
2021-10-25,4566.478
2021-10-26,4574.7888
2021-10-27,4551.6811
2021-10-28,4596.4151
2021-10-29,4605.3766
2021-11-01,4613.673
2021-11-02,4630.6534
2021-11-03,4660.5696
2021-11-04,4680.0558
2021-11-05,4697.5268
2021-11-08,4701.702
2021-11-09,4685.2512
2021-11-10,4646.7077
2021-11-11,4649.2692
2021-11-12,4682.8474
2021-11-15,4682.8035
2021-11-16,4700.8971
2021-11-17,4688.6707
2021-11-18,4704.5419
2021-11-19,4697.9551
2021-11-22,4682.9439
2021-11-23,4690.6981
2021-11-24,4701.4649
2021-11-26,4594.6183
2021-11-29,4655.2702
2021-11-30,4567.0015
2021-12-01,4513.0362
2021-12-02,4577.1005
2021-12-03,4538.4279
2021-12-06,4591.6718
2021-12-07,4686.7455
2021-12-08,4701.2079
2021-12-09,4667.454
2021-12-10,4712.0241
2021-12-13,4668.9721
2021-12-14,4634.0876
2021-12-15,4709.8539
2021-12-16,4668.6712
2021-12-17,4620.639
2021-12-20,4568.0172
2021-12-21,4649.2266
2021-12-22,4696.5616
2021-12-23,4725.7882
2021-12-27,4791.192
2021-12-28,4786.3541
2021-12-29,4793.0581
2021-12-30,4778.7269
2021-12-31,4766.183
2022-01-03,4796.5612
2022-01-04,4793.5372
2022-01-05,4700.5784
2022-01-06,4696.0538
2022-01-07,4677.0277
2022-01-10,4670.2904
2022-01-11,4713.0673
2022-01-12,4726.3457
2022-01-13,4659.0255
2022-01-14,4662.8541
2022-01-18,4577.1084
2022-01-19,4532.7596
2022-01-20,4482.7276
2022-01-21,4397.9392
2022-01-24,4410.1274
2022-01-25,4356.4539
2022-01-26,4349.9286
2022-01-27,4326.5137
2022-01-28,4431.8491
2022-01-31,4515.5476
2022-02-01,4546.539
2022-02-02,4589.3766
2022-02-03,4477.442
2022-02-04,4500.5315
2022-02-07,4483.8653
2022-02-08,4521.5389
2022-02-09,4587.1789
2022-02-10,4504.0848
2022-02-11,4418.6365
2022-02-14,4401.667
2022-02-15,4471.0742
2022-02-16,4475.0111
2022-02-17,4380.2586
2022-02-18,4348.8692
2022-02-22,4304.7576
2022-02-23,4225.5049
2022-02-24,4288.696
2022-02-25,4384.6545
2022-02-28,4373.9391
2022-03-01,4306.2589
2022-03-02,4386.5441
2022-03-03,4363.4867
2022-03-04,4328.8729
2022-03-07,4201.0878
2022-03-08,4170.7041
2022-03-09,4277.8801
2022-03-10,4259.525
2022-03-11,4204.3119
2022-03-14,4173.1117
2022-03-15,4262.4456
2022-03-16,4357.8571
2022-03-17,4411.6676
2022-03-18,4463.1176
2022-03-21,4461.1801
2022-03-22,4511.6062
2022-03-23,4456.236
2022-03-24,4520.1615
2022-03-25,4543.0564
2022-03-28,4575.5163
2022-03-29,4631.6049
2022-03-30,4602.4486
2022-03-31,4530.4135
2022-04-01,4545.8555
2022-04-04,4582.6361
2022-04-05,4525.1221
2022-04-06,4481.1533
2022-04-07,4500.2094
2022-04-08,4488.2818
2022-04-11,4412.5288
2022-04-12,4397.4472
2022-04-13,4446.5918
2022-04-14,4392.5877
2022-04-18,4391.6904
2022-04-19,4462.2101
2022-04-20,4459.4503
2022-04-21,4393.6635
2022-04-22,4271.7756
2022-04-25,4296.1165
2022-04-26,4175.1973
2022-04-27,4183.9553
2022-04-28,4287.5011
2022-04-29,4131.9264
2022-05-02,4155.3776
2022-05-03,4175.4757
2022-05-04,4300.1738
2022-05-05,4146.8676
2022-05-06,4123.3357
2022-05-09,3991.2374
2022-05-10,4001.0547
2022-05-11,3935.1846
2022-05-12,3930.0819
2022-05-13,4023.8913
2022-05-16,4008.0105
2022-05-17,4088.8504
2022-05-18,3923.6798
2022-05-19,3900.7869
2022-05-20,3901.3606
2022-05-23,3973.7516
2022-05-24,3941.4769
2022-05-25,3978.7327
2022-05-26,4057.8408
2022-05-27,4158.2384
2022-05-31,4132.1478
2022-06-01,4101.2298
2022-06-02,4176.8179
2022-06-03,4108.5354
2022-06-06,4121.4294
2022-06-07,4160.6833
2022-06-08,4115.7725
2022-06-09,4017.8185
2022-06-10,3900.8645
2022-06-13,3749.6273
2022-06-14,3735.4831
2022-06-15,3789.9863
2022-06-16,3666.7675
2022-06-17,3674.8414
2022-06-21,3764.788
2022-06-22,3759.8931
2022-06-23,3795.7274
2022-06-24,3911.7439
2022-06-27,3900.1141
2022-06-28,3821.5459
2022-06-29,3818.8327
2022-06-30,3785.3848
2022-07-01,3825.3261
2022-07-05,3831.3904
2022-07-06,3845.0812
2022-07-07,3902.6225
2022-07-08,3899.3771
2022-07-11,3854.4333
2022-07-12,3818.7978
2022-07-13,3801.7806
2022-07-14,3790.3774
2022-07-15,3863.1628
2022-07-18,3830.8529
2022-07-19,3936.6895
2022-07-20,3959.8987
2022-07-21,3998.9514
2022-07-22,3961.6349
2022-07-25,3966.845
2022-07-26,3921.0496
2022-07-27,4023.6124
2022-07-28,4072.4343
2022-07-29,4130.2858
2022-08-01,4118.6296
2022-08-02,4091.1851
2022-08-03,4155.1727
2022-08-04,4151.9442
2022-08-05,4145.1891
2022-08-08,4140.0584
2022-08-09,4122.4659
2022-08-10,4210.2405
2022-08-11,4207.2744
2022-08-12,4280.1505
2022-08-15,4297.1435
2022-08-16,4305.1993
2022-08-17,4274.0387
2022-08-18,4283.7428
2022-08-19,4228.4785
2022-08-22,4137.9854
2022-08-23,4128.7286
2022-08-24,4140.7684
2022-08-25,4199.1196
2022-08-26,4057.6631
2022-08-29,4030.613
2022-08-30,3986.1619
2022-08-31,3954.999
